,0,1,2,3,4,5
593876392,593876393,3054458691,691766395,,,
528143695,597334902,597334941,706241447,,,
597334902,528143695,597334941,706241422,,,
597334941,597334902,528171632,528143695,,,
1732775752,279012695,3021723414,,,,
597347433,760389268,4233131182,2929384487,,,
760389268,597347433,760389335,,,,
597358349,597358352,760389357,,,,
597358352,597358349,3183470278,2306316380,,,
564142779,564142586,601362358,1636249633,,,
2101612899,429851782,2101612898,,,,
2101612902,429851765,429851782,2101612906,,,
429851765,2101612902,429851771,2101612903,,,
2101612905,28818053,2101612903,,,,
28818048,28818050,28818047,,,,
28809431,3410617595,548381450,,,,
3410617595,28809431,506457983,,,,
3410617596,429851786,541436588,,,,
541436588,506318002,3410617596,,,,
28809427,429851751,28809426,,,,
28809426,28809427,429851778,,,,
558992733,429851778,559018530,2101612930,,,
2026360991,610433814,2026360992,,,,
610480198,2912609501,610480202,,,,
2912609501,610480198,2912608597,,,,
610480072,2894275007,2912608597,,,,
2894275007,610480072,540226691,,,,
610480200,610480202,535394389,279191769,,,
610480202,610480200,279191769,610480198,,,
279191769,610480202,610480200,279197989,,,
618744396,4267709020,364855598,618839994,,,
4267709020,618744396,4267709019,,,,
618744394,282539326,791806070,569664850,743013548,,
618839994,282539326,618744396,,,,
619350222,532159053,1869834732,,,,
532159053,619350222,2214355635,2912608554,1217536942,,
619356445,1869834732,619240279,,,,
1869834732,619356445,619350222,,,,
619240279,619240331,619356445,,,,
619240331,619240279,2894273535,,,,
2894273535,619240331,279012696,,,,
624511531,624511517,518878424,2914200351,,,
624511517,624511531,,,,,
655180897,28809624,28809611,,,,
28809624,655180897,1245316057,,,,
1245316057,28809624,1238687175,,,,
655180874,2988278941,548525062,,,,
2988278941,655180874,529390832,,,,
548525062,655180874,2988278940,,,,
682298440,409717363,665790156,682298459,,,
665790156,682298440,682298516,665302522,1105884928,,
682298516,665790156,1128052783,,,,
665302522,665790156,1256693135,1812148969,,,
1256693135,665302522,,,,,
667405911,667405903,,,,,
667405903,667405911,,,,,
671235952,671235960,529931628,2943465396,,,
671235960,671235952,742870583,4235144089,,,
1105884928,665790156,1105884962,,,,
1928650797,2871222823,674915848,,,,
2871222823,1928650797,674915826,1928650792,2871222820,,
674915826,2871222823,517720372,517720359,,,
674915859,674915848,2963267077,674915865,,,
674915848,674915859,1928650797,674915850,,,
674920177,1814671926,2994632763,2994632762,,,
1814671926,674920177,2394544932,1814671916,,,
2394544932,1814671926,,,,,
540225175,2958443340,2957600747,674937428,2958443341,,
514339597,3402744620,28814108,674954116,529943165,,
3402744620,514339597,266711173,,,,
28814108,1157398524,514339597,529943165,529931971,3018137465,
1157398524,28814108,691739461,,,,
674954116,691766395,514339597,,,,
691766395,674954116,593876392,,,,
529943165,514339597,28814108,2396085353,,,
676796481,676796486,2914200354,676796430,676796464,,
676796464,676796475,676796481,,,,
676808372,538466549,282539263,676808370,,,
282539282,1989442477,282539286,,,,
1989442477,282539282,282539263,,,,
282539286,282539282,282539287,,,,
682298459,682298440,,,,,
540225161,540225145,687635249,2964326048,,,
686807571,537623338,,,,,
687635249,540225161,2964326107,,,,
2964326107,687635249,687635254,,,,
28818047,28818048,28818045,,,,
28818045,28818047,668065199,,,,
687657109,1576810403,687657110,,,,
1576810403,687657109,279008271,538384734,,,
687657110,687657109,1490124112,,,,
279008276,2299570409,28809450,1640335207,,,
2299570409,279008276,2299570408,,,,
540240786,1671647066,691739640,,,,
1671647066,540240786,3402507804,540241033,,,
3402507804,1671647066,787970578,,,,
540241036,540308923,691739653,,,,
691739653,540241036,540241033,,,,
705406649,365153602,705406655,705406714,,,
365153602,705406649,1466914396,,,,
1725027232,365153599,705419989,,,,
705406749,705406653,705420067,705406746,,,
705406655,705406649,705406653,705406714,,,
705406714,705406649,705406655,705406717,,,
705406717,705406790,705406714,705406746,,,
705406790,705406717,705406746,1270087212,,,
705420067,705406749,705420081,705420075,,,
705420081,705420067,365153599,705420075,,,
705406746,705406790,705406717,705406749,,,
1270087212,705406790,1270087971,,,,
705420075,705420064,705420067,705420081,,,
705420064,705420075,705419989,4197068772,,,
705419989,705420064,1725027232,705471101,,,
705460080,1704082857,705471101,365153595,,,
1704082857,705460080,705460099,1704082860,,,
705460099,1704082857,705460114,,,,
705516263,705516264,3016296441,1446810377,,,
705516264,705516263,705516266,,,,
706241349,706241289,1059497983,564137044,,,
706241289,706241349,,,,,
706241422,706241312,597334940,597334902,,,
706241312,706241422,,,,,
706302898,486098015,282539254,706302891,,,
486098015,706302898,282539256,,,,
706342739,706342747,3951890677,1498261715,,,
706342747,706342739,706342748,,,,
706342748,706342747,,,,,
712393118,712414785,700030274,,,,
712414785,712393118,978483808,,,,
700030274,712393118,2062714716,1897680395,,,
978483808,981274878,712414785,,,,
981274878,978483808,700060337,,,,
717695121,717695112,1814671842,2429767287,,,
717695112,717695121,717695116,1524452468,,,
717695116,717695112,3523569858,4498349041,,,
3523569858,717695116,2808045255,4498349025,,,
2808045255,3523569858,717695102,,,,
2709835157,484256853,1440334015,,,,
718911413,832463032,718911448,768082371,,,
832463032,718911413,718911044,,,,
718911440,718911446,718911044,,,,
718911446,718911440,768082371,,,,
768082371,718911446,768082396,718911413,,,
718911448,718911413,768082396,,,,
718911457,718911455,718911458,,,,
718911455,718911457,768078548,,,,
768078548,718911455,1561403769,768082396,,,
3190297696,719011085,832463011,,,,
719011085,3190297696,832463064,,,,
718911458,718911457,832463011,,,,
832463011,718911458,832463057,3190297696,,,
719068606,719068608,,,,,
719068608,719068606,2476898878,,,,
724391655,437385376,,,,,
725008006,725008026,564163569,,,,
725008026,725008006,282539381,,,,
3653473474,282539381,484242657,,,,
1934127226,725017479,,,,,
725126952,4438433783,725126903,,,,
4438433783,725126952,725126920,,,,
725126903,364857299,725126952,725126937,,,
725126937,725126903,2709835149,,,,
725126920,1772281254,4438433783,,,,
1772281254,725126920,5455391203,1772281336,,,
5455391203,1772281254,725152143,729773818,,,
725152143,5455391203,725152117,729773818,,,
725152117,725152143,1237596008,,,,
1126063836,1126135614,729748384,,,,
1126135614,1126063836,729748371,1126135638,,,
729748371,1126135614,1126063840,,,,
729748427,729748384,28814185,1126063797,,,
729748384,729748427,1177600141,1126063836,,,
1177600141,729748384,1126135669,,,,
28814185,1126135684,729748427,685561759,,,
1126135684,28814185,1126135425,1126135506,,,
1126135425,1126135684,1126135461,1126135486,,,
1126135461,1126135425,729748418,1126135660,,,
729748418,1126135461,729748420,,,,
732089286,732089322,,,,,
732089322,732089286,,,,,
729748420,729748418,4621803598,,,,
1126063797,729748427,1126063809,,,,
735135750,735115046,735216153,735135696,,,
735216153,735135750,735216160,,,,
735135696,735135750,,,,,
735216167,735216156,3797366681,,,,
735216156,735216167,3277378266,,,,
691853932,735216194,5076543434,,,,
735216194,691853932,3797366683,735216160,,,
735240723,735323459,,,,,
735323459,735240723,,,,,
736470269,28809459,736470287,,,,
28809459,736470269,28809458,,,,
736470328,2930988479,736470256,,,,
2930988479,736470328,3183470335,,,,
736470287,736470269,3750780223,,,,
736470256,736470328,28809458,,,,
516390064,739654292,1487130591,2012261578,2012261597,,
739654292,516390064,739654398,,,,
3951890707,4207975966,538431929,,,,
4207975966,3951890707,742870579,,,,
538431929,1440340121,538431920,3951890707,,,
1440340121,538431929,529931668,1440340125,,,
529931668,1440340121,529931671,529931656,,,
742924223,3126124105,742924206,4235144089,,,
3126124105,742924223,742924174,,,,
742924144,742924174,742924168,,,,
742924174,742924144,3126124104,3126124105,,,
3126124104,742924206,742924174,,,,
742924206,3126124104,1446158438,742924223,,,
1466733263,514362287,3220997104,,,,
514362287,1466733263,1137855194,1227905557,,,
514360100,514360068,747813025,446215712,,,
514360068,514360100,747802651,747813021,,,
747802651,514360068,747802683,,,,
747813021,514360068,514360039,,,,
747813025,747813009,514360100,,,,
766788242,766831381,610372392,610414878,,,
766831381,766788242,,,,,
550130527,766837409,550130514,1470547620,1496999973,,
766837409,550130527,,,,,
539384075,539384070,539579726,282539287,,,
717695125,1561403769,1427886092,730854564,1440334015,,
1561403769,717695125,768078548,1561403772,,,
768082396,768082371,718911448,768078548,,,
791806069,743013674,1415940977,364856533,,,
743013674,791806069,1446158438,743013548,,,
791806070,618744394,529931991,530020770,,,
792708539,792796625,1036145048,518860030,,,
792796625,792708539,792796573,,,,
792777639,792777549,3262223344,3262223340,,,
792777549,792777639,792777550,,,,
527973589,792823723,255903805,1036145048,,,
792823723,527973589,,,,,
792996707,792996656,792996643,1547523750,,,
792996656,792996707,792996733,1037689665,,,
792996701,792996643,3262984726,,,,
792996643,792996701,792996707,,,,
799285856,799285863,1211544264,,,,
799139970,799139864,799157390,747825926,,,
799139864,799139970,799140103,,,,
799140103,799139884,799139864,,,,
799139884,799140103,1962479684,,,,
799245450,799245453,799245458,1607357424,,,
799245453,799245450,1607357429,1607357430,,,
1607357429,799245453,,,,,
799245458,799245450,472469563,799242778,,,
1607357424,799245450,,,,,
799285848,1211544238,1741249531,,,,
1211544238,799285848,1211544264,,,,
874136473,874136330,409717379,4233286378,,,
874136330,874136473,3635141714,,,,
829952199,255903811,829885105,829952221,,,
829885105,829952199,829935051,829885117,,,
829935051,829885105,,,,,
829952221,829952199,1197153676,,,,
832463064,832463020,719011085,832463038,,,
832463020,832463064,832463057,,,,
832463038,832463018,832463064,3393489962,,,
832463018,832463038,,,,,
832463057,832463011,832463020,,,,
836813379,836818382,2920748748,836813376,,,
836818382,836813379,836818354,,,,
836818418,836818398,2920748755,3277430820,,,
836818398,836818418,2920748748,2920748756,,,
836818354,836813376,836818382,4315977099,,,
836813376,836818354,529931906,836813379,,,
843912232,843911407,,,,,
843911407,843912232,,,,,
674915855,845106900,674915863,674915853,,,
845106900,674915855,845106896,674915863,,,
845106896,845106900,845106890,845106909,,,
845106890,845106896,517712288,845106909,,,
849858934,849859087,,,,,
849859087,849858934,,,,,
514348977,1137855180,1059528964,1227905557,,,
1137855180,514348977,1137855209,,,,
471928321,1561313018,1059528964,1466717397,1332590029,,
1561313018,471928321,1636249634,1332590029,1466717400,,
1636249634,1561313018,1636249633,,,,
409717381,409717382,874237175,874237000,,,
409717382,409717381,874237023,4991756789,,,
874237145,874237175,1457584718,,,,
874237175,874237145,409717385,409717381,,,
874237000,1457584718,409717381,1457584699,,,
1457584718,874237000,874237145,1457584810,,,
885252576,564917272,885251793,,,,
885251793,885252576,885252983,,,,
885251819,885252983,1771136465,885382217,,,
885252983,885251819,885251793,885252627,,,
885252627,885252983,885253025,,,,
1771136465,885251819,,,,,
885253025,885252627,,,,,
885382201,533901352,885382359,,,,
533901352,885382201,529915268,1257863418,,,
885382359,885382201,4285208749,,,,
885382217,885251819,3951761978,,,,
514362259,1137855194,1137855209,1332589791,,,
1137855194,514362259,514362287,1137855209,,,
906942866,28814435,28814433,,,,
906964728,534668848,906964593,2979389060,,,
528210613,514745047,,,,,
906964593,906964728,28814416,,,,
2979389060,906964728,,,,,
364855240,364855239,3402507348,,,,
364855239,364855240,2537832817,,,,
913942546,913942531,913942539,913942528,,,
913942531,913942546,468763708,,,,
913942539,913942546,28814207,2946241257,,,
913942528,913942546,1194027523,,,,
917035549,917035592,,,,,
917035592,917035549,,,,,
922304987,922304946,1123310540,,,,
922304946,922304987,564123986,1562388703,,,
922370153,528143700,,,,,
923904551,923904514,,,,,
923904613,923904624,,,,,
528729766,528729770,514709031,,,,
528729770,528729766,506698743,,,,
1843505137,1527708031,2634774065,3346473228,,,
1527708031,1843505137,1527707769,,,,
944024477,944024468,539383403,518860141,,,
944024468,944024477,,,,,
950326610,28814449,28814451,,,,
28814449,950326610,28814446,,,,
517825865,28814451,518838504,,,,
961477161,1858191216,1036326232,518860111,,,
1858191216,961477161,,,,,
1002918810,550125614,550125627,1456523168,,,
1024952818,518835749,518838483,,,,
539380299,564123951,4224609852,1719034386,,,
4224609852,539380299,539382974,,,,
539378286,564123951,539380297,569645031,1858155790,,
1036145048,1181222493,527973589,792708539,,,
1181222493,1036145048,255903803,829967734,,,
1036326232,527973591,961477161,1036326143,,,
527973591,1036326232,1126222640,829967734,,,
518860111,961477161,1122485017,1122484694,,,
1122485017,518860111,944024428,1122484654,,,
944024428,1122485017,539383403,1122698334,,,
539383403,944024428,944024477,,,,
1029757866,539380297,1132103473,,,,
2479088050,446215724,446215725,,,,
255904863,1858155790,569645048,1036369724,,,
1858155790,255904863,539378286,,,,
1036369736,1036369724,1132103391,,,,
1036369724,1036369736,255904863,1175301640,1623394599,,
792996733,792996656,1037689665,792996739,,,
1037689680,1037689665,792996711,792996743,,,
1037689665,1037689680,792996663,792996739,792996733,792996656,
792996663,1037689665,792996711,1037689662,,,
792996711,792996663,1037689680,818799431,,,
792996739,1037689665,792996733,1037689662,,,
1037689662,792996663,792947675,792996739,,,
792996743,1037689680,1547523750,,,,
1547523750,792996743,792996707,1547523730,,,
818799431,792996711,1700808209,,,,
799242778,799245458,799242776,,,,
365153592,3086399994,1133874304,5017576610,1786160610,365153595,
3086399994,365153592,472469562,,,,
1038593112,1038593046,1038593007,,,,
1038593007,1038593112,,,,,
279012700,2894273587,3196008633,540226705,1654304235,,
2894273587,279012700,540226691,,,,
2396085351,528143702,564131138,,,,
4180440766,528143712,528159362,,,,
1470547620,1470655378,550130527,,,,
1470655378,1470547620,4314606757,,,,
1059528964,514348977,471928321,,,,
1059462837,28809449,2299863995,,,,
1070735076,529385882,531236133,,,,
529385882,1070735076,529385883,2978106768,539550112,,
529897013,529901436,529897016,2978106816,,,
747802683,747802651,3220997104,,,,
506886004,506885999,28818094,,,,
1094367907,1094368110,512438968,,,,
513620780,513620781,513620774,,,,
518433855,518433797,513620773,,,,
583820815,583820816,583820867,,,,
468770153,472463975,409717376,,,,
583820865,583820814,583820822,,,,
583820818,28809604,583820879,,,,
1154927299,518820587,534664299,,,,
1100426111,1100425693,1630032399,4621868337,,,
1100425693,1100426111,,,,,
4415739315,665298961,4415739319,,,,
665298961,4415739315,665298957,,,,
1105884962,665298963,1105884928,,,,
665298963,1105884962,1147830405,,,,
1812148969,665302522,,,,,
1115608184,1115608172,3054458691,1561313134,,,
1115608172,1115608184,1115608200,,,,
1122484694,518860111,,,,,
1126222640,527973591,1122484657,,,,
1122484591,1122485015,944024500,1122698334,,,
1122485015,1122484591,,,,,
4516624973,1122698334,,,,,
1122698334,4516624973,1122484591,944024428,,,
1125494017,1125494062,,,,,
1125494062,1125494017,,,,,
1125493989,1125494181,,,,,
1125494181,1125493989,,,,,
1125523124,1125523360,1495299572,1456573262,,,
1125523360,1125523124,,,,,
472469543,472469540,4763618872,,,,
1126063815,1126063840,1126135508,,,,
1126063840,1126063815,729748371,,,,
1126063809,1126063797,28814193,,,,
1126135508,1126063815,,,,,
1126135506,1126135684,,,,,
1126135523,1126135533,1126135659,,,,
1126135533,1126135523,729748425,,,,
1126042712,1126135640,,,,,
1126135640,1126042712,1126135582,,,,
1126135445,4031619109,1126135623,,,,
4031619109,1126135445,1126135659,4031619097,,,
1126135443,1126135556,,,,,
1126135556,1126135443,1126135623,,,,
1126135623,1126135556,1126135445,,,,
1126063800,1126135587,,,,,
1126135587,1126063800,1126135561,1126135455,,,
1126135561,1126135587,,,,,
1126135660,1126135461,,,,,
1126063813,1126135455,,,,,
1126135455,1126063813,1126135452,1126135587,,,
1126135452,1126135455,,,,,
1126135638,1126135427,1126135582,1126135614,,,
1126135427,1126135638,,,,,
1126135659,1126135523,4031619109,,,,
1126135582,1126135638,1126135640,1126135585,,,
1126135486,1126135425,,,,,
1126151783,1126151766,,,,,
1126151766,1126151783,,,,,
874237023,409717382,2010244782,1470547613,,,
1122484657,1126222640,,,,,
792633281,792633334,,,,,
792633334,792633281,,,,,
2914200282,296594913,624365787,,,,
564145206,3187569095,624365787,,,,
3187569095,564145206,518878363,,,,
2630752330,1127158016,,,,,
1127158016,2630752330,2630752382,2630752347,,,
2630752382,1127158016,1127157919,2630752405,,,
1127157919,2630752382,2630752395,2630752423,,,
2630752395,1127157919,2630752415,2630752434,,,
2630752415,2630752395,1127158105,2630752448,,,
1127158105,2630752415,1127158031,1127157965,,,
1127157990,1127157968,255906236,1127157877,,,
1127157968,1127157990,1127157877,1127158031,,,
2629199944,2629199949,,,,,
2629199949,2629199944,1619795794,2629199943,,,
1619795794,2629199949,255906236,1619795761,,,
255906236,1619795794,1127157990,1133819523,2630752322,,
1127157877,1127157990,1127157968,1133819499,,,
1127158031,1127157968,1127158105,1133819580,,,
1127157965,1127158105,5241111736,2703375362,2630752322,,
4233286378,1474008225,874136473,1133819726,,,
1474008225,4233286378,1133819719,,,,
1127673726,1127674077,,,,,
1127674077,1127673726,1127674181,1127674202,,,
1127673893,1127673903,1127673677,1127673678,,,
1127673677,1127673893,1127673820,1127673729,,,
1127673692,1127673602,1127673941,5241111736,,,
1127673602,1127673692,,,,,
1127673884,4045385447,4045382728,,,,
4045385447,1127673884,1127673941,1127673618,,,
1127673941,4045385447,1127673692,,,,
1127673703,1127673719,1127673762,1127673624,,,
1127673719,1127673703,1127673731,1127674202,,,
1127673731,1127673719,,,,,
1127673779,1127673817,,,,,
1127673817,1127673779,1127673686,1127674190,,,
1127673686,1127673817,,,,,
1127673694,1127673748,2703375362,1127673591,,,
1127673748,1127673694,1127674181,5241111736,,,
1127674181,1127673748,1127673618,1127674077,,,
1127673618,1127674181,4045385447,,,,
1127673614,1127674202,,,,,
1127674202,1127673614,1127674077,1127673719,,,
1127673762,1127673703,1127673629,1127673624,,,
1127673624,1127673703,1127673762,1127673722,,,
1127673678,1127673893,1127673912,1127674068,,,
1127673912,1127673678,1127673729,1127673729,,,
1127673729,1127673912,1127673677,1127673912,,,
1127673808,1127673867,,,,,
1127673867,1127673808,1943821574,1127673870,,,
5241111736,1127673692,1127157965,1127673748,,,
1619795845,1619795837,1619795826,,,,
1619795837,1619795845,1127673629,1619795847,,,
1127673629,1619795837,1127673762,1127673591,255906234,,
1127673722,1127673624,,,,,
1127673728,1127674100,,,,,
1127674100,1127673728,,,,,
1127673752,1127673886,,,,,
1127673886,1127673752,1127673744,1127674168,,,
1127674068,1127673678,,,,,
1127674168,1127673886,,,,,
1127673870,1127673936,1127673867,255904997,,,
1127673936,1127673870,,,,,
1127673836,1127673685,1127674005,1127673891,,,
1127674223,1619795850,1727516130,1727516311,,,
1619795850,1127674223,1127674059,1619795847,,,
1127674059,1619795850,,,,,
1127674190,1127673817,1127673876,,,,
1127816880,1127816630,,,,,
1127816630,1127816880,1473988101,1127816735,,,
1473988101,1127816630,,,,,
1127816746,1127816859,,,,,
1127816859,1127816746,1474044399,296604036,,,
1127816560,1127816637,1127816908,,,,
1127816637,1127816560,,,,,
1127816615,1127816718,,,,,
1127816718,1127816615,,,,,
1128215379,1128215502,1456573262,1128213870,,,
1128215502,1128215379,,,,,
1128213870,1128212859,1128215379,255906346,,,
1128212859,1128213870,,,,,
1128301887,1844904791,1527707769,3090423068,,,
1844904791,1128301887,1844904796,1844904800,,,
1844904796,1844904791,,,,,
1130789483,1130789565,,,,,
1130789565,1130789483,,,,,
1132103473,1132103391,1029757866,,,,
1132103391,1132103473,1036369736,,,,
1132103322,1132103390,569659119,,,,
2984038177,279189649,,,,,
1133819580,1127158031,1133819649,1133819644,,,
1133819649,1133819580,,,,,
1133819705,1133819540,1133819745,1133819721,,,
1133819540,1133819705,1133819651,1133819554,,,
1133819651,1133819540,1133819726,1133819554,,,
1133819726,1133819651,1619795760,4233286378,,,
1133819745,1133819705,,,,,
1133819721,1133819705,1133819523,,,,
1133819554,1133819651,1133819719,1133819540,,,
1133819646,1133819583,1127174462,1457584825,,,
1133819583,1133819646,,,,,
1133819719,1133819554,1474008225,1127174462,,,
1133819499,1127157877,,,,,
529931934,1446861530,3049349886,,,,
1446861530,529931934,4203258114,,,,
4157822232,567999151,282539444,3206609999,,,
567999151,4157822232,4149835395,,,,
1133874397,1696005718,1133874556,,,,
1696005718,1133874397,1696005721,1696005696,1696005731,,
1133874421,1133874306,1696005736,,,,
1133874306,1133874421,1133874541,,,,
1133874313,1133874556,1133874455,,,,
1133874556,1133874313,1133874397,,,,
1133874541,1133874306,34075721,,,,
1133874304,365153592,1133874369,,,,
1133874455,1133874313,1133874289,,,,
529931777,3277430819,4144121433,4144121434,,,
3277430819,529931777,3206610107,,,,
4203255979,567990130,3049349886,3206610091,,,
3049349886,4203255979,529931934,1797997895,,,
365154788,1440334109,2012261578,1440334107,,,
1440334109,365154788,1440334105,,,,
1137855209,1137855180,1137855194,514362259,,,
1139574457,1139573973,1139574381,1139573473,,,
1139573973,1139574457,1139574267,1139574331,,,
922459404,1139574122,1139573807,1837381797,,,
1139574122,922459404,1139574046,1139574267,,,
1139574046,1139574122,2568874134,1139574381,,,
2568874134,1139574046,,,,,
1139574381,1139574046,1139574457,1139574267,,,
1139573473,1139574457,1139574331,,,,
1139574267,1139574122,1139573973,1139574381,,,
1139574331,1139573973,1139573473,,,,
1139574086,1139573602,,,,,
1139573602,1139574086,1354718557,2705491894,,,
1139573807,1397397273,1843828713,922459404,,,
1397397273,1139573807,1397504707,1397397280,4978884906,,
1397504707,1397397273,,,,,
1141213262,1141213223,,,,,
1142334606,2964326048,1142024794,,,,
2964326048,1142334606,540225161,,,,
1142024794,1142334606,1171126163,,,,
732089252,1142399056,,,,,
1142399056,732089252,,,,,
279191867,1152959974,1152959987,1404553271,,,
1152959974,279191867,1152960016,1152959987,,,
1152960016,1152959974,1838446317,1152960018,,,
1838446317,1152960016,1152959987,1402184205,,,
1152959987,1152959974,279191867,1838446317,,,
1152960018,1152960048,1152960016,,,,
1152960048,1152960018,1152960059,1404553669,,,
1152960059,1152960048,1152960067,1152960067,,,
1153191021,1153191024,760426114,760423233,,,
1153191024,1153191021,550196921,760297478,,,
528673801,2709835165,1837285304,,,,
2709835165,528673801,2709835170,,,,
1165752023,2476898878,1100425928,2590736428,,,
2476898878,1165752023,719068608,2476920310,,,
1100425928,1165752023,,,,,
2590736428,1165752023,,,,,
1168125949,4108193760,1481524209,,,,
4108193760,1168125949,1168125564,,,,
28814383,1415940980,282539386,,,,
1415940980,28814383,1415940977,532246781,1415941007,,
532246781,1446139911,1415940980,,,,
518878436,528184304,1367873526,2914200351,2914200354,,
1367873526,518878436,676796477,,,,
1171125872,2958443364,28814168,2958443343,,,
2958443364,1171125872,1171126163,2958443343,,,
1175301559,1175301640,2072130318,,,,
1175301640,1175301559,1036369724,,,,
365152733,792947675,4753088060,255904807,,,
792947675,365152733,1037689662,4753088060,,,
1178987897,1178988136,1178987865,1178988051,,,
1178988136,1178987897,1178988051,1178988208,,,
1178987889,1178988157,1178987926,2859841083,,,
1178988157,1178987889,1178987973,1178988173,,,
1178987973,1178988157,1178988189,1178987917,,,
1178987917,1178987865,1178987973,1178988210,,,
1178987865,1178987917,1178987897,1178988103,,,
1178988051,1178987897,1178988035,1178988136,,,
1178988025,469480008,,,,,
469480008,1178988025,469480004,,,,
469480004,1178987955,2859841083,469480008,1178988210,,
1178987955,469480004,4556978241,,,,
1178988208,1178987934,1178988136,1178988103,,,
1178987934,1178988208,,,,,
1178987969,1178987915,,,,,
1178987915,1178987969,,,,,
4031618833,529392566,1178988072,,,,
1178988022,1178987869,,,,,
1178987961,4555267417,,,,,
4555267417,1178987961,1178987981,,,,
1178988143,1178987875,1178988103,1178988210,,,
1178987875,1178988143,,,,,
1178988201,1178987873,,,,,
1178987873,1178988201,1178987965,1178988118,,,
1178987965,1178987873,1178987910,,,,
1178988003,1178988081,4556978241,2066989937,4556977880,,
1178988081,1178988003,1178988101,1178987910,1178988122,,
1178988101,1178988081,,,,,
1178988173,1178988157,,,,,
529392567,1178987941,529392566,,,,
1178987941,529392567,,,,,
1178988103,1178987865,1178988208,1178988143,,,
4556978241,1178987955,1178988003,1178987932,,,
1178988118,1178987873,,,,,
1178988189,1178987973,,,,,
1153191044,1182964361,550196935,2905535053,,,
534455963,28818253,2986436956,,,,
1934286456,279197989,517325862,,,,
1180413997,28818249,914437767,,,,
514737851,446215722,608368762,,,,
1776891229,28818253,1776891238,282539225,,,
540240975,753688481,2651557406,1183227803,,,
753688481,540240975,2957600747,,,,
2957600747,753688481,540225175,,,,
4233131182,597347433,597340964,,,,
1185602361,1960267511,1185602375,917035529,,,
1960267511,1185602361,,,,,
917035529,1185602361,,,,,
1227905557,514348977,514362287,,,,
1192619449,1192619631,,,,,
1192619631,1192619449,,,,,
468763705,1193252721,468763702,2998260598,,,
1193252721,468763705,1193252713,1193254548,,,
1193252713,1193252721,1193255030,1193252309,,,
1193255030,1193252713,1193253061,,,,
1193252983,1193254516,5151130705,1193253157,1193254621,,
1193254516,1193252983,1193253473,1193254649,,,
1193253473,1193254516,1194027862,,,,
1165013822,1193321348,529400719,529400759,,,
1193321348,1165013822,1165013850,,,,
1193251630,1193254213,1193252809,2962234398,,,
1193254213,1193251630,1193253697,2962234398,,,
1193252099,1193254889,1193251584,5440926306,,,
1193254889,1193252099,,,,,
1193252488,5360305230,1193253479,1193254901,,,
5360305230,1193252488,1193252809,5360305233,,,
1193252809,5360305230,1193251630,,,,
1193252309,1193254548,1193252713,1193252449,,,
1193254548,1193252309,1193253349,1193252827,1193252721,,
1193252449,1193253349,1193252309,1193252535,,,
1193253349,1193252449,468763707,1193251927,1193254548,,
468763707,1193253349,1193252411,1193252827,,,
1194027862,1193253473,1194026657,,,,
1193251584,1193253717,1193252037,1193252099,,,
1193253717,1193251584,,,,,
1193251927,1193253349,1193254206,1193252411,,,
1193252037,1193254232,1193254618,1193251584,,,
1193254232,1193252037,,,,,
1193254901,1193254621,1193252488,1193253181,,,
1193254621,1193254901,1193252983,1193254696,1193253181,,
1193255016,529400661,,,,,
1193254393,1193251949,1165013850,477936927,,,
1193251949,1193254393,,,,,
5151130705,1193252983,1193252535,5151130706,,,
1193252535,5151130705,1193254206,1193252449,,,
1193254206,1193252535,1193251927,1194026576,,,
1193252411,1193251927,2998260592,468763707,,,
4144091597,1193254649,1193253697,1193253157,,,
1193254649,4144091597,1193254516,1193252759,,,
1194026576,1193254206,,,,,
529400719,1165013822,1193321790,,,,
1165013850,1193254393,1193321348,,,,
477936927,1193254393,3003491917,,,,
1193321393,529400661,468763702,,,,
468763702,1193321393,468763705,,,,
1193253479,1193252488,,,,,
1194027523,913942528,,,,,
1194026657,1194027862,,,,,
1194026805,2998260592,1194026184,,,,
2998260592,1194026805,1193252411,,,,
1194028794,1193254618,,,,,
1193254618,1194028794,1193252037,,,,
1194026184,1194026805,468763708,,,,
1197153676,829952221,2004157360,,,,
1197357793,3134755984,1197336156,,,,
3134755984,1197357793,409717362,,,,
1197336156,1197357793,1197336657,,,,
1211544264,799285856,1211544238,,,,
1211544217,563895355,1211544194,,,,
1211544194,1211544217,799257146,,,,
528701161,534688298,533904857,528701125,,,
3183470278,597358352,3183470282,3183470270,,,
550187766,550179531,550196755,2402236731,,,
705471101,705460080,705419989,,,,
550179524,550202535,550196755,,,,
581942017,581942020,2885685558,,,,
446215712,799257395,514360100,1041668345,,,
799257395,446215712,799257146,,,,
550139085,550139062,4348059681,,,,
550139062,550139085,550139050,,,,
1320827519,610433780,4289414676,,,,
610433780,1320827519,2026360990,610433772,,,
690507939,2964326134,687635254,,,,
2964326134,690507939,540674547,,,,
829967734,1181222493,527973591,1897768845,,,
205495322,2944306673,1837285304,,,,
2944306673,205495322,2408664928,,,,
550139050,550139062,550139024,,,,
2013385803,515768291,2290697698,2937875708,,,
1633684671,409717378,544544010,,,,
28814416,906964593,528206166,1679230947,,,
1152960067,1152960059,1152960059,1404553892,,,
1423188776,279191836,1928650808,537528661,,,
3018620498,537623306,581938798,,,,
1684240064,1217536942,532159012,619302754,,,
1217536942,1684240064,532159053,,,,
1402184205,1402184227,1838446317,,,,
1402184227,1402184205,1402184336,,,,
